,Sample.Name,Phylum,Class,Order,Family,Genus,Count,,,,
10394,FS908_RNA_CCTCGG_L004_RUN2,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,2458,0.119803324,0.119803324,,
10398,FS908_RNA_CCTCGG_L004_RUN2,Bacteroidetes,Bacteroidia,Bacteroidetes_VC2.1_Bac22,Bacteroidetes_VC2.1_Bac22_fa,Bacteroidetes_VC2.1_Bac22_ge,684,0.033338272,0.033338272,,
10399,FS908_RNA_CCTCGG_L004_RUN2,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,5397,0.263050666,0.263050666,,
10419,FS908_RNA_CCTCGG_L004_RUN2,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriales_unclassified,Ignavibacteriales_unclassified,1033,0.05034859,0.05034859,,
10420,FS908_RNA_CCTCGG_L004_RUN2,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Melioribacteraceae,IheB3-7,413,0.020129688,0.020129688,,
10423,FS908_RNA_CCTCGG_L004_RUN2,Calditrichaeota,Calditrichia,Calditrichales,Calditrichaceae,Caldithrix,367,0.01788764,0.01788764,,
10428,FS908_RNA_CCTCGG_L004_RUN2,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified,2167,0.105619936,0.105619936,,
10429,FS908_RNA_CCTCGG_L004_RUN2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,4890,0.238339403,0.238339403,,
10430,FS908_RNA_CCTCGG_L004_RUN2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,GWD2-49-16,713,0.034751737,0.034751737,,
10432,FS908_RNA_CCTCGG_L004_RUN2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,3216,0.156748368,0.156748368,,
10433,FS908_RNA_CCTCGG_L004_RUN2,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured,509,0.024808744,0.024808744,,
10439,FS908_RNA_CCTCGG_L004_RUN2,Chloroflexi,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,975,0.04752166,0.04752166,,
10441,FS908_RNA_CCTCGG_L004_RUN2,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge,4769,0.232441843,0.232441843,,
10449,FS908_RNA_CCTCGG_L004_RUN2,Ciliophora,Intramacronucleata,Intramacronucleata_unclassified,Intramacronucleata_unclassified,Intramacronucleata_unclassified,421,0.020519609,0.020519609,,
10461,FS908_RNA_CCTCGG_L004_RUN2,Cnidaria,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Hydrozoa_unclassified,1461,0.07120938,0.07120938,,
10462,FS908_RNA_CCTCGG_L004_RUN2,Cnidaria,Hydrozoa,Narcomedusae,Narcomedusae_fa,Narcomedusae_ge,416,0.020275908,0.020275908,,
10466,FS908_RNA_CCTCGG_L004_RUN2,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcales_unclassified,Desulfurococcales_unclassified,675,0.032899611,0.032899611,,
10479,FS908_RNA_CCTCGG_L004_RUN2,Dependentiae,Babeliae,Babeliales,Babeliales_unclassified,Babeliales_unclassified,638,0.031096225,0.031096225,,
10488,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,31765,1.548231317,1.548231317,,
10490,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,34019,1.658091647,1.658091647,,
10491,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,CH8-1-BAC,CH8-1-BAC_ge,461,0.022469216,0.022469216,,
10492,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacteraceae_ge,461,0.022469216,0.022469216,,
10494,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Helicobacteraceae,uncultured,535,0.026075988,0.026075988,,
10495,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,2641,0.128722774,0.128722774,,
10496,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,1084,0.052834338,0.052834338,,
10497,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptoraceae_unclassified,521,0.025393626,0.025393626,,
10501,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,59027,2.876985674,2.876985674,,
10502,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,22383,1.090951096,1.090951096,,
10503,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,4999,0.243652081,0.243652081,,
10505,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,33423,1.629042509,1.629042509,,
10508,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,30658,1.494275955,1.494275955,,
10509,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,4912,0.239411687,0.239411687,,
10511,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,1842,0.089779383,0.089779383,,
10512,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,2054,0.100112297,0.100112297,,
10513,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,252700,12.3166395,12.3166395,,
10514,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,244071,11.89606062,11.89606062,,
10515,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,32471,1.582641873,1.582641873,,
10517,FS908_RNA_CCTCGG_L004_RUN2,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,1393,0.067895049,0.067895049,,
10519,FS908_RNA_CCTCGG_L004_RUN2,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,564516,27.51460255,27.51460255,,
10521,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,1091,0.053175519,0.053175519,,
10522,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,4439,0.216357589,0.216357589,,
10525,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,917,0.044694731,0.044694731,,
10526,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,4112,0.200419555,0.200419555,,
10527,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,1098,0.0535167,0.0535167,,
10529,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanothermococcus,636,0.030998744,0.030998744,,
10530,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,3448,0.168056086,0.168056086,,
10539,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,Marine_Benthic_Group_D_and_DHVEG-1,Marine_Benthic_Group_D_and_DHVEG-1_fa,Marine_Benthic_Group_D_and_DHVEG-1_ge,568,0.027684413,0.027684413,,
10540,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,Marine_Group_II,Marine_Group_II_fa,Marine_Group_II_ge,2719,0.132524507,0.132524507,,
10541,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,Marine_Group_III,Marine_Group_III_fa,Marine_Group_III_ge,781,0.038066068,0.038066068,,
10543,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,Thermoplasmata_unclassified,Thermoplasmata_unclassified,Thermoplasmata_unclassified,2875,0.140127972,0.140127972,,
10544,FS908_RNA_CCTCGG_L004_RUN2,Euryarchaeota,Thermoplasmata,uncultured,uncultured_fa,uncultured_ge,692,0.033728194,0.033728194,,
10561,FS908_RNA_CCTCGG_L004_RUN2,Gemmatimonadetes,BD2-11_terrestrial_group,BD2-11_terrestrial_group_or,BD2-11_terrestrial_group_fa,BD2-11_terrestrial_group_ge,539,0.026270949,0.026270949,,
10565,FS908_RNA_CCTCGG_L004_RUN2,Hydrothermae,Hydrothermae_cl,Hydrothermae_or,Hydrothermae_fa,Hydrothermae_ge,1905,0.092850013,0.092850013,,
10575,FS908_RNA_CCTCGG_L004_RUN2,Lentisphaerae,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,Lentisphaerae_unclassified,428,0.02086079,0.02086079,,
10584,FS908_RNA_CCTCGG_L004_RUN2,Marinimicrobia_(SAR406_clade),Marinimicrobia_(SAR406_clade)_cl,Marinimicrobia_(SAR406_clade)_or,Marinimicrobia_(SAR406_clade)_fa,Marinimicrobia_(SAR406_clade)_ge,2772,0.135107735,0.135107735,,
10590,FS908_RNA_CCTCGG_L004_RUN2,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,2677,0.13047742,0.13047742,,
10591,FS908_RNA_CCTCGG_L004_RUN2,Nanoarchaeaeota,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,Nanoarchaeaeota_unclassified,784,0.038212289,0.038212289,,
10595,FS908_RNA_CCTCGG_L004_RUN2,Nanoarchaeaeota,Woesearchaeia,Woesearchaeia_or,Woesearchaeia_fa,Woesearchaeia_ge,10095,0.492031958,0.492031958,,
10597,FS908_RNA_CCTCGG_L004_RUN2,Nitrospinae,Nitrospinia,Nitrospinales,Nitrospinaceae,Nitrospina,438,0.021348192,0.021348192,,
10611,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Gracilibacteria,Absconditabacteriales_(SR1),Absconditabacteriales_(SR1)_fa,Absconditabacteriales_(SR1)_ge,4425,0.215675227,0.215675227,,
10613,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Gracilibacteria,Gracilibacteria_or,Gracilibacteria_fa,Gracilibacteria_ge,431,0.021007011,0.021007011,,
10615,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Gracilibacteria,JGI_0000069-P22,JGI_0000069-P22_fa,JGI_0000069-P22_ge,2548,0.124189938,0.124189938,,
10621,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Parcubacteria,Parcubacteria_unclassified,Parcubacteria_unclassified,Parcubacteria_unclassified,511,0.024906224,0.024906224,,
10622,FS908_RNA_CCTCGG_L004_RUN2,Patescibacteria,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,Patescibacteria_unclassified,486,0.02368772,0.02368772,,
10629,FS908_RNA_CCTCGG_L004_RUN2,Planctomycetes,OM190,OM190_or,OM190_fa,OM190_ge,607,0.02958528,0.02958528,,
10642,FS908_RNA_CCTCGG_L004_RUN2,Planctomycetes,Pla3_lineage,Pla3_lineage_or,Pla3_lineage_fa,Pla3_lineage_ge,594,0.028951658,0.028951658,,
10647,FS908_RNA_CCTCGG_L004_RUN2,Planctomycetes,Planctomycetacia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,366,0.0178389,0.0178389,,
10652,FS908_RNA_CCTCGG_L004_RUN2,Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,825,0.040210635,0.040210635,,
10654,FS908_RNA_CCTCGG_L004_RUN2,Poribacteria,Poribacteria_cl,Poribacteria_or,Poribacteria_fa,Poribacteria_ge,564,0.027489453,0.027489453,,
10659,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,Alphaproteobacteria_unclassified,848,0.041331659,0.041331659,,
10676,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,Mitochondria_ge,2650,0.129161435,0.129161435,,
10681,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ia,596,0.029049138,0.029049138,,
10682,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_I,Clade_Ib,119,0.00580008,0.00580008,,
10684,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,SAR11_clade,Clade_II,Clade_II_ge,363,0.01769268,0.01769268,,
10686,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Alphaproteobacteria,SAR11_clade,SAR11_clade_unclassified,SAR11_clade_unclassified,587,0.028610476,0.028610476,,
10697,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,9467,0.461423135,0.461423135,,
10703,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,1382,0.067358907,0.067358907,,
10705,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,685,0.033387013,0.033387013,,
10710,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,5637,0.274748306,0.274748306,,
10711,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,1634,0.079641428,0.079641428,,
10712,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfonauticus,719,0.035044178,0.035044178,,
10713,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,11686,0.569577559,0.569577559,,
10715,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,1025,0.049958668,0.049958668,,
10718,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,392,0.019106144,0.019106144,,
10729,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_fa,SAR324_clade(Marine_group_B)_ge,3817,0.186041207,0.186041207,,
10731,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,6953,0.338890362,0.338890362,,
10733,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,10131,0.493786604,0.493786604,,
10734,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,940,0.045815754,0.045815754,,
10736,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,uncultured,1177,0.057367173,0.057367173,,
10777,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,9592,0.467515655,0.467515655,,
10794,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,12715,0.619731188,0.619731188,,
10795,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,19170,0.934348948,0.934348948,,
10801,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiotrichaceae_unclassified,356,0.017351498,0.017351498,,
10808,FS908_RNA_CCTCGG_L004_RUN2,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,5730,0.279281141,0.279281141,,
10829,FS908_RNA_CCTCGG_L004_RUN2,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,886,0.043183786,0.043183786,,
10830,FS908_RNA_CCTCGG_L004_RUN2,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,10848,0.528733302,0.528733302,,
10831,FS908_RNA_CCTCGG_L004_RUN2,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,1409,0.068674891,0.068674891,,
10843,FS908_RNA_CCTCGG_L004_RUN2,Tunicata,Thaliacea,Salpida,Salpida_fa,Salpida_ge,356,0.017351498,0.017351498,,
10844,FS908_RNA_CCTCGG_L004_RUN2,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group_fa,Arctic97B-4_marine_group_ge,889,0.043330006,0.043330006,2051696,
10878,FS908_RNA_CCTCGG_L004,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,8844,1.064064017,1.064064017,,
10880,FS908_RNA_CCTCGG_L004,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,25287,3.042400136,3.042400136,,
10881,FS908_RNA_CCTCGG_L004,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,31481,3.787629955,3.787629955,,
10883,FS908_RNA_CCTCGG_L004,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,5294,0.636946507,0.636946507,,
10885,FS908_RNA_CCTCGG_L004,Arthropoda,Maxillopoda,Calanoida,Calanoida_fa,Calanoida_ge,4776,0.574623445,0.574623445,,
10891,FS908_RNA_CCTCGG_L004,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,109723,13.20129988,13.20129988,,
10893,FS908_RNA_CCTCGG_L004,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,972,0.116945977,0.116945977,,
10900,FS908_RNA_CCTCGG_L004,Bacteroidetes,Bacteroidia,Bacteroidia_unclassified,Bacteroidia_unclassified,Bacteroidia_unclassified,2236,0.269023874,0.269023874,,
10919,FS908_RNA_CCTCGG_L004,Bacteroidetes,Ignavibacteria,Ignavibacteriales,Ignavibacteriales_unclassified,Ignavibacteriales_unclassified,479,0.057630785,0.057630785,,
10928,FS908_RNA_CCTCGG_L004,Chloroflexi,Anaerolineae,Anaerolineae_unclassified,Anaerolineae_unclassified,Anaerolineae_unclassified,928,0.111652127,0.111652127,,
10929,FS908_RNA_CCTCGG_L004,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolineaceae_unclassified,1721,0.207061756,0.207061756,,
10932,FS908_RNA_CCTCGG_L004,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Thermomarinilinea,1685,0.202730424,0.202730424,,
10936,FS908_RNA_CCTCGG_L004,Chloroflexi,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,Chloroflexi_unclassified,467,0.056187008,0.056187008,,
10938,FS908_RNA_CCTCGG_L004,Chloroflexi,Dehalococcoidia,SAR202_clade,SAR202_clade_fa,SAR202_clade_ge,1585,0.190698945,0.190698945,,
10960,FS908_RNA_CCTCGG_L004,Cnidaria,Hydrozoa,Hydrozoa_unclassified,Hydrozoa_unclassified,Hydrozoa_unclassified,416,0.050050953,0.050050953,,
10981,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Arcobacteraceae,Arcobacter,12446,1.497437897,1.497437897,,
10983,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Campylobacterales_unclassified,Campylobacterales_unclassified,14479,1.742037868,1.742037868,,
10988,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Hydrogenimonas,1240,0.149190342,0.149190342,,
10989,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Nitratiruptoraceae,Nitratiruptor,408,0.049088435,0.049088435,,
10994,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Nitratifractor,27262,3.280021849,3.280021849,,
10995,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovaceae_unclassified,9618,1.157187666,1.157187666,,
10996,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Sulfurovaceae,Sulfurovum,2027,0.243878083,0.243878083,,
10998,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,15163,1.824333185,1.824333185,,
11001,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Campylobacteria_unclassified,Campylobacteria_unclassified,Campylobacteria_unclassified,12279,1.477345326,1.477345326,,
11002,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,1586,0.19081926,0.19081926,,
11004,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautilia,687,0.082656262,0.082656262,,
11005,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_ge,1409,0.169523541,0.169523541,,
11006,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,99781,12.00513022,12.00513022,,
11007,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,98236,11.81924387,11.81924387,,
11008,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,uncultured,12931,1.55579057,1.55579057,,
11010,FS908_RNA_CCTCGG_L004,Epsilonbacteraeota,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,Epsilonbacteraeota_unclassified,391,0.047043084,0.047043084,,
11012,FS908_RNA_CCTCGG_L004,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,263225,31.66986102,31.66986102,,
11014,FS908_RNA_CCTCGG_L004,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,390,0.046922769,0.046922769,,
