,Sample.Name,Phylum,Class,Order,Family,Genus,Count,,,,
8708,FS907_RNA_TTCAGC_L004,Firmicutes,Clostridia,Clostridiales,Family_XI,Anaerococcus,570,0.703347688,0.703347688,,
8713,FS907_RNA_TTCAGC_L004,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Psychrilyobacter,460,0.567613924,0.567613924,,
8726,FS907_RNA_TTCAGC_L004,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,1666,2.055749559,2.055749559,,
8795,FS907_RNA_TTCAGC_L004,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,695,0.857590602,0.857590602,,
8806,FS907_RNA_TTCAGC_L004,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,1417,1.748497674,1.748497674,,
8807,FS907_RNA_TTCAGC_L004,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,1800,2.221097963,2.221097963,,
8814,FS907_RNA_TTCAGC_L004,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,616,0.760109081,0.760109081,81041,
8827,FS907_RNA_TTCAGC_L005,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacteriaceae_unclassified,418,3.087149188,3.087149188,,
8829,FS907_RNA_TTCAGC_L005,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium_1,582,4.298375185,4.298375185,,
8839,FS907_RNA_TTCAGC_L005,Annelida,Polychaeta,Polychaeta_unclassified,Polychaeta_unclassified,Polychaeta_unclassified,1310,9.675036928,9.675036928,,
8840,FS907_RNA_TTCAGC_L005,Annelida,Polychaeta,Terebellida,Terebellida_fa,Terebellida_ge,2328,17.19350074,17.19350074,,
8854,FS907_RNA_TTCAGC_L005,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,749,5.531757755,5.531757755,,
8903,FS907_RNA_TTCAGC_L005,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,417,3.079763663,3.079763663,,
8915,FS907_RNA_TTCAGC_L005,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,7380,54.50516987,54.50516987,,
8942,FS907_RNA_TTCAGC_L005,Mollusca,Gastropoda,Vetigastropoda,Vetigastropoda_fa,Vetigastropoda_ge,356,2.629246677,2.629246677,13540,
9021,FS908_80_12C_INC_11,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,565,0.007829909,0.007829909,,
9024,FS908_80_12C_INC_11,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermaceae_unclassified,84953,1.177299637,1.177299637,,
9025,FS908_80_12C_INC_11,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,44294,0.613837182,0.613837182,,
9026,FS908_80_12C_INC_11,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,50084,0.694076431,0.694076431,,
9028,FS908_80_12C_INC_11,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,6912,0.095788202,0.095788202,,
9029,FS908_80_12C_INC_11,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,3313,0.045912372,0.045912372,,
9030,FS908_80_12C_INC_11,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,2016236,27.94149603,27.94149603,,
9031,FS908_80_12C_INC_11,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,4376927,60.65653444,60.65653444,,
9032,FS908_80_12C_INC_11,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,456787,6.330266965,6.330266965,,
9035,FS908_80_12C_INC_11,Ascomycota,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,Ascomycota_unclassified,359,0.004975111,0.004975111,,
9038,FS908_80_12C_INC_11,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,871,0.012070533,0.012070533,,
9039,FS908_80_12C_INC_11,Ascomycota,Dothideomycetes,Dothideomycetes_unclassified,Dothideomycetes_unclassified,Dothideomycetes_unclassified,512,0.007095422,0.007095422,,
9042,FS908_80_12C_INC_11,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,36616,0.507433564,0.507433564,,
9075,FS908_80_12C_INC_11,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcales_unclassified,Desulfurococcales_unclassified,405,0.00561259,0.00561259,,
9079,FS908_80_12C_INC_11,Crenarchaeota,Thermoprotei,Desulfurococcales,Pyrodictiaceae,Pyrodictium,390,0.005404716,0.005404716,,
9085,FS908_80_12C_INC_11,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Cyanobiaceae_unclassified,568,0.007871484,0.007871484,,
9086,FS908_80_12C_INC_11,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,2091,0.028977594,0.028977594,,
9097,FS908_80_12C_INC_11,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,548,0.007594319,0.007594319,,
9100,FS908_80_12C_INC_11,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,1610,0.022311777,0.022311777,,
9104,FS908_80_12C_INC_11,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,461,0.006388652,0.006388652,,
9108,FS908_80_12C_INC_11,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,121537,1.684289737,1.684289737,,
9110,FS908_80_12C_INC_11,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,797,0.011045023,0.011045023,,
9111,FS908_80_12C_INC_11,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,4744,0.065743523,0.065743523,,
9115,FS908_80_12C_INC_11,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,3405,0.04718733,0.04718733,,
9235,FS908_80_12C_INC_11,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,439,0.00608377,0.00608377,,
9241,FS908_80_12C_INC_11,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge,496,0.00687369,0.00687369,7215920,
9274,FS908_80_12C_INC_9,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,1028,0.006820382,0.006820382,,
9275,FS908_80_12C_INC_9,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,515,0.003416826,0.003416826,,
9276,FS908_80_12C_INC_9,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,1217,0.008074324,0.008074324,,
9278,FS908_80_12C_INC_9,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermaceae_unclassified,128162,0.850305225,0.850305225,,
9279,FS908_80_12C_INC_9,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,66170,0.439012318,0.439012318,,
9280,FS908_80_12C_INC_9,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,88184,0.585066681,0.585066681,,
9282,FS908_80_12C_INC_9,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,20296,0.134656098,0.134656098,,
9283,FS908_80_12C_INC_9,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,10970,0.072781701,0.072781701,,
9284,FS908_80_12C_INC_9,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,4030844,26.74308856,26.74308856,,
9285,FS908_80_12C_INC_9,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,9374792,62.19811351,62.19811351,,
9286,FS908_80_12C_INC_9,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,919826,6.102689208,6.102689208,,
9293,FS908_80_12C_INC_9,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,96057,0.637300987,0.637300987,,
9314,FS908_80_12C_INC_9,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,357,0.002368557,0.002368557,,
9325,FS908_80_12C_INC_9,Epsilonbacteraeota,Campylobacteria,Campylobacterales,Thiovulaceae,Sulfurimonas,536,0.003556152,0.003556152,,
9328,FS908_80_12C_INC_9,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,1316,0.00873115,0.00873115,,
9331,FS908_80_12C_INC_9,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Nautiliaceae_unclassified,390,0.002587499,0.002587499,,
9335,FS908_80_12C_INC_9,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,329547,2.186416692,2.186416692,,
9337,FS908_80_12C_INC_9,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,1216,0.008067689,0.008067689,,
9340,FS908_80_12C_INC_9,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,1047,0.006946439,0.006946439,15072470,
9454,FS908_80_12L10,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,10830,0.216892241,0.216892241,,
9455,FS908_80_12L10,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,3139,0.062864704,0.062864704,,
9456,FS908_80_12L10,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,880849,17.64074915,17.64074915,,
9457,FS908_80_12L10,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,3903442,78.17417188,78.17417188,,
9458,FS908_80_12L10,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,36387,0.72872188,0.72872188,,
9460,FS908_80_12L10,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,60311,1.207847454,1.207847454,,
9470,FS908_80_12L10,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,98305,1.968752697,1.968752697,4993263,
9539,FS908_80_13H7,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,101187,1.118844762,1.118844762,,
9540,FS908_80_13H7,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,3302,0.03651087,0.03651087,,
9541,FS908_80_13H7,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,3131703,34.62786224,34.62786224,,
9542,FS908_80_13H7,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,1596145,17.64889237,17.64889237,,
9543,FS908_80_13H7,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,1038702,11.48513437,11.48513437,,
9544,FS908_80_13H7,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,4291,0.047446439,0.047446439,,
9545,FS908_80_13H7,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,396568,4.384931161,4.384931161,,
9561,FS908_80_13H7,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,193859,2.143537476,2.143537476,,
9565,FS908_80_13H7,Euryarchaeota,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,Euryarchaeota_unclassified,9790,0.108249975,0.108249975,,
9566,FS908_80_13H7,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,1952289,21.58684733,21.58684733,,
9567,FS908_80_13H7,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,176384,1.95031293,1.95031293,,
9569,FS908_80_13H7,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,413048,4.567153795,4.567153795,,
9570,FS908_80_13H7,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,25343,0.280222586,0.280222586,,
9602,FS908_80_13H7,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,881,0.009741392,0.009741392,,
9628,FS908_80_13H7,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,390,0.004312307,0.004312307,9043882,
9654,FS908_80_13INC,Aquificae,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,620,0.004855084,0.004855084,,
9655,FS908_80_13INC,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquifex,660,0.005168315,0.005168315,,
9656,FS908_80_13INC,Aquificae,Aquificae,Aquificales,Aquificaceae,Aquificaceae_unclassified,1451,0.011362463,0.011362463,,
9660,FS908_80_13INC,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermaceae_unclassified,145304,1.137843743,1.137843743,,
9661,FS908_80_13INC,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Hydrogenothermus,74482,0.5832522,0.5832522,,
9662,FS908_80_13INC,Aquificae,Aquificae,Hydrogenothermales,Hydrogenothermaceae,Persephonella,95016,0.744049449,0.744049449,,
9664,FS908_80_13INC,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,13011,0.101886286,0.101886286,,
9665,FS908_80_13INC,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,10870,0.085120585,0.085120585,,
9666,FS908_80_13INC,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,3171188,24.83287744,24.83287744,,
9667,FS908_80_13INC,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,8046552,63.01078322,63.01078322,,
9668,FS908_80_13INC,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,782643,6.128705613,6.128705613,,
9677,FS908_80_13INC,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,368,0.002881727,0.002881727,,
9684,FS908_80_13INC,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,99158,0.776484542,0.776484542,,
9743,FS908_80_13INC,Cyanobacteria,Oxyphotobacteria,Synechococcales,Cyanobiaceae,Prochlorococcus_MIT9313,1244,0.009741491,0.009741491,,
9764,FS908_80_13INC,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,626,0.004902069,0.004902069,,
9771,FS908_80_13INC,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,321035,2.513954647,2.513954647,,
9773,FS908_80_13INC,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,500,0.00391539,0.00391539,,
9774,FS908_80_13INC,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,2795,0.021887032,0.021887032,,
9778,FS908_80_13INC,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,2211,0.017313856,0.017313856,,
9786,FS908_80_13INC,Euryarchaeota,Thermococci,Thermococcales,Thermococcaceae,Thermococcus,385,0.003014851,0.003014851,12770119,
9996,FS908_80_TP1_12H,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,150674,3.204055967,3.204055967,,
9997,FS908_80_TP1_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,3891,0.082741427,0.082741427,,
9998,FS908_80_TP1_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,2460703,52.32641419,52.32641419,,
9999,FS908_80_TP1_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,1077908,22.92152302,22.92152302,,
10000,FS908_80_TP1_12H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,441393,9.386144096,9.386144096,,
10001,FS908_80_TP1_12H,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,418,0.008888696,0.008888696,,
10002,FS908_80_TP1_12H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,439244,9.340445991,9.340445991,,
10024,FS908_80_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,628,0.013354309,0.013354309,,
10027,FS908_80_TP1_12H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,531,0.011291621,0.011291621,,
10029,FS908_80_TP1_12H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,118734,2.524857515,2.524857515,,
10030,FS908_80_TP1_12H,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,806,0.017139447,0.017139447,,
10031,FS908_80_TP1_12H,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,3053,0.064921505,0.064921505,,
10035,FS908_80_TP1_12H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,3140,0.066771545,0.066771545,,
10037,FS908_80_TP1_12H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,381,0.008101898,0.008101898,,
10069,FS908_80_TP1_12H,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,396,0.00842087,0.00842087,,
10070,FS908_80_TP1_12H,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,702,0.014927906,0.014927906,4702602,
10101,FS908_80_TP1_12L,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,170395,3.221402081,3.221402081,,
10102,FS908_80_TP1_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,4716,0.089158322,0.089158322,,
10103,FS908_80_TP1_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,2683340,50.72987505,50.72987505,,
10104,FS908_80_TP1_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,1231550,23.28306425,23.28306425,,
10105,FS908_80_TP1_12L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,520400,9.838420393,9.838420393,,
10107,FS908_80_TP1_12L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,539096,10.19187756,10.19187756,,
10127,FS908_80_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,404,0.007637821,0.007637821,,
10130,FS908_80_TP1_12L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,804,0.015200019,0.015200019,,
10133,FS908_80_TP1_12L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,134729,2.547118642,2.547118642,,
10134,FS908_80_TP1_12L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,365,0.006900506,0.006900506,,
10135,FS908_80_TP1_12L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,2081,0.039342338,0.039342338,,
10140,FS908_80_TP1_12L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,1587,0.030003023,0.030003023,5289467,
10183,FS908_80_TP1_13H,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,113688,2.682076037,2.682076037,,
10184,FS908_80_TP1_13H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,1607,0.037911619,0.037911619,,
10185,FS908_80_TP1_13H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,2482503,58.56609149,58.56609149,,
10186,FS908_80_TP1_13H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,1032957,24.36905581,24.36905581,,
10187,FS908_80_TP1_13H,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,221974,5.236710527,5.236710527,,
10189,FS908_80_TP1_13H,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,266018,6.275776716,6.275776716,,
10201,FS908_80_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,465,0.01097007,0.01097007,,
10205,FS908_80_TP1_13H,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,641,0.015122183,0.015122183,,
10207,FS908_80_TP1_13H,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,111898,2.639847165,2.639847165,,
10212,FS908_80_TP1_13H,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,492,0.011607042,0.011607042,,
10213,FS908_80_TP1_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,502,0.011842958,0.011842958,,
10214,FS908_80_TP1_13H,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,6061,0.142988379,0.142988379,4238806,
10249,FS908_80_TP1_13L,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,248091,2.966901879,2.966901879,,
10250,FS908_80_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Balnearium,2550,0.030495261,0.030495261,,
10251,FS908_80_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,4939350,59.06932051,59.06932051,,
10252,FS908_80_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,1974196,23.60926362,23.60926362,,
10253,FS908_80_TP1_13L,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Thermovibrio,471377,5.637162601,5.637162601,,
10258,FS908_80_TP1_13L,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,640637,7.661330395,7.661330395,,
10286,FS908_80_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Caminibacter,688,0.008227741,0.008227741,,
10290,FS908_80_TP1_13L,Epsilonbacteraeota,Campylobacteria,Nautiliales,Nautiliaceae,Thioreductor,798,0.009543223,0.009543223,,
10293,FS908_80_TP1_13L,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,Eukaryota_unclassified,58631,0.701163783,0.701163783,,
10295,FS908_80_TP1_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobaceae_unclassified,567,0.006780711,0.006780711,,
10296,FS908_80_TP1_13L,Euryarchaeota,Archaeoglobi,Archaeoglobales,Archaeoglobaceae,Archaeoglobus,2999,0.035864819,0.035864819,,
10301,FS908_80_TP1_13L,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanocaldococcus,3197,0.038232686,0.038232686,,
10302,FS908_80_TP1_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanococcaceae_unclassified,1340,0.016024961,0.016024961,,
10303,FS908_80_TP1_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcaceae,Methanotorris,16707,0.199797775,0.199797775,,
10304,FS908_80_TP1_13L,Euryarchaeota,Methanococci,Methanococcales,Methanococcales_unclassified,Methanococcales_unclassified,462,0.005525024,0.005525024,,
10330,FS908_80_TP1_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,365,0.004365008,0.004365008,8361955,
10361,FS908_RNA_CCTCGG_L004_RUN2,Actinobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,835,0.040698037,0.040698037,,
10370,FS908_RNA_CCTCGG_L004_RUN2,AncK6,AncK6_cl,AncK6_or,AncK6_fa,AncK6_ge,366,0.0178389,0.0178389,,
10373,FS908_RNA_CCTCGG_L004_RUN2,Annelida,Polychaeta,Sabellida,Sabellida_fa,Sabellida_ge,722,0.035190399,0.035190399,,
10380,FS908_RNA_CCTCGG_L004_RUN2,Aquificae,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,Aquificae_unclassified,21227,1.034607466,1.034607466,,
10382,FS908_RNA_CCTCGG_L004_RUN2,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacteriaceae_unclassified,56463,2.752015893,2.752015893,,
10383,FS908_RNA_CCTCGG_L004_RUN2,Aquificae,Desulfurobacteriia,Desulfurobacteriales,Desulfurobacteriaceae,Desulfurobacterium,140344,6.840389609,6.840389609,,
10385,FS908_RNA_CCTCGG_L004_RUN2,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,Archaea_unclassified,15014,0.731784826,0.731784826,,
10387,FS908_RNA_CCTCGG_L004_RUN2,Arthropoda,Maxillopoda,Calanoida,Calanoida_fa,Calanoida_ge,6935,0.338013039,0.338013039,,
10392,FS908_RNA_CCTCGG_L004_RUN2,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,274536,13.38092973,13.38092973,,
10393,FS908_RNA_CCTCGG_L004_RUN2,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,986,0.048057802,0.048057802,,
