,sample_names.1.,Phylum,Class,Order,Family,Genus,SUM
16496,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Porphyrobacter,9
16497,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandaracinobacter,1
16498,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,24
16499,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonadaceae_unclassified,137
16500,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,43
16501,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade,34
16502,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Thalassobaculales,Thalassobaculales_unclassified,Thalassobaculales_unclassified,13
16503,LVWS5_30_TP1_13L,Proteobacteria,Alphaproteobacteria,Thalassobaculales,uncultured,uncultured_ge,10
16504,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Bacteriovoracaceae_unclassified,11
16505,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bacteriovoracaceae,Peredibacter,6
16506,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,Bdellovibrio,5
16507,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Bdellovibrionales,Bdellovibrionaceae,OM27_clade,35
16508,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,245
16509,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfarculaceae_unclassified,6
16510,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfatiglans,1
16511,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfarculales,Desulfarculaceae,Desulfocarbo,1
16512,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacter,8
16513,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacteraceae_unclassified,248
16514,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium,13
16515,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfocella,6
16516,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,5
16517,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfonema,2
16518,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Sva0081_sediment_group,8
16519,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacterales_unclassified,Desulfobacterales_unclassified,9
16520,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,115
16521,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbus,54
16522,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfocapsa,5
16523,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfotalea,3
16524,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Dissulfuribacter,3
16525,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,MSBL7,4
16526,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfofervidales,Desulfofervidaceae,Candidatus_Desulfofervidus,10
16527,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfohalobiaceae_unclassified,14
16528,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfohalobiaceae,Desulfothermus,5
16529,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionaceae,Desulfovibrio,10
16530,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfovibrionales,Desulfovibrionales_unclassified,Desulfovibrionales_unclassified,6
16531,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonadaceae_unclassified,4
16532,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromusa,38
16533,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadales_unclassified,Desulfuromonadales_unclassified,19
16534,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,Geobacter,1
16535,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,DTB120,DTB120_fa,DTB120_ge,5
16536,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,7
16537,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Myxococcales,P3OB-42,P3OB-42_ge,3
16538,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,NB1-j,NB1-j_fa,NB1-j_ge,38
16539,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,PB19,PB19_fa,PB19_ge,7
16540,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,RCP2-54,RCP2-54_fa,RCP2-54_ge,10
16541,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,SAR324_clade(Marine_group_B),SAR324_clade(Marine_group_B)_fa,SAR324_clade(Marine_group_B)_ge,293
16542,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Sva0485,Sva0485_fa,Sva0485_ge,5
16543,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Caldimicrobium,29
16544,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfatator,13
16545,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacteriaceae_unclassified,106
16546,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,4
16547,LVWS5_30_TP1_13L,Proteobacteria,Deltaproteobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,uncultured,162
16548,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Rheinheimera,3
16549,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadales_unclassified,Alteromonadales_unclassified,67
16550,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,47
16551,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwelliaceae_unclassified,15
16552,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Marinobacteraceae,Marinobacter,3
16553,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Moritella,26
16554,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Pseudoalteromonadaceae,Pseudoalteromonas,20
16555,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonadaceae_unclassified,11
16556,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Psychromonadaceae,Psychromonas,366
16557,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,4
16558,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicellaceae_unclassified,13
16559,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Perspicuibacter,246
16560,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,AT-s2-59,AT-s2-59_fa,AT-s2-59_ge,7
16561,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,BD7-8,BD7-8_fa,BD7-8_ge,8
16562,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Beggiatoaceae_unclassified,710
16563,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Maribeggiatoa,6
16564,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithioploca,261
16565,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Marithrix,2333
16566,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Parabeggiatoa,12
16567,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,Candidatus_Thiopilula,32
16568,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,uncultured,2
16569,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Betaproteobacteriales_unclassified,Betaproteobacteriales_unclassified,220
16570,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Acidovorax,3
16571,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderia-Caballeronia-Paraburkholderia,205
16572,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Burkholderiaceae_unclassified,337
16573,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Cupriavidus,60
16574,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Herbaspirillum,18
16575,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Limnohabitans,2
16576,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Massilia,1
16577,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pandoraea,2
16578,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Pelomonas,1
16579,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Polynucleobacter,5
16580,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Ralstonia,32
16581,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Rhodoferax,4
16582,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Undibacterium,1
16583,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Variovorax,48
16584,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Burkholderiaceae,Xylophilus,1
16585,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Gallionella,1
16586,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,Gallionellaceae_unclassified,60
16587,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Gallionellaceae,uncultured,1
16588,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylophilaceae_unclassified,5
16589,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,Methylotenera,2
16590,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Methylophilaceae,OM43_clade,14
16591,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Candidatus_Accumulibacter,6
16592,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Dechloromonas,3
16593,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Ferribacterium,4
16594,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Methyloversatilis,2
16595,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Quatrionicoccus,1
16596,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,Rhodocyclaceae,Rhodocyclaceae_unclassified,18
16597,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Betaproteobacteriales,SC-I-84,SC-I-84_ge,1
16598,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrio,6
16599,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Cellvibrionaceae_unclassified,4
16600,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionales_unclassified,Cellvibrionales_unclassified,3
16601,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halieaceae_unclassified,10
16602,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92_clade,30
16603,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,3
16604,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Diplorickettsiales,Diplorickettsiaceae,Aquicella,3
16605,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Thiogranum,6
16606,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,uncultured,3
16607,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospirales_unclassified,Ectothiorhodospirales_unclassified,3
16608,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Enterobacteriaceae_unclassified,21
16609,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella,2
16610,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Proteus,5
16611,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,EPR3968-O8a-Bc78,EPR3968-O8a-Bc78_fa,EPR3968-O8a-Bc78_ge,1
16612,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisellaceae_unclassified,1
16613,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Ga0077536,Ga0077536_fa,Ga0077536_ge,7
16614,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_Incertae_Sedis,Unknown_Family,Sulfuriflexus,5
16615,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,10040
16616,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,HgCo23,HgCo23_fa,HgCo23_ge,16
16617,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,KI89A_clade,KI89A_clade_fa,KI89A_clade_ge,43
16618,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,4
16619,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcales_unclassified,Methylococcales_unclassified,2
16620,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,IheB2-23,2
16621,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Marine_Methylotrophic_Group_2,16
16622,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Methylomonaceae_unclassified,9
16623,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,Milano-WF1B-03,12
16624,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylomonaceae,pItb-vmat-59,3
16625,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,4
16626,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,5
16627,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Litoricolaceae,Litoricola,15
16628,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillales_unclassified,Oceanospirillales_unclassified,2
16629,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Pseudohongiellaceae,Pseudohongiella,3
16630,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oleispira,1
16631,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillaceae_ge,6
16632,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Saccharospirillaceae_unclassified,4
16633,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,OM182_clade,OM182_clade_fa,OM182_clade_ge,21
16634,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Piscirickettsiales,Piscirickettsiaceae,Candidatus_Endoecteinascidia,10
16635,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,pItb-vmat-80,pItb-vmat-80_fa,pItb-vmat-80_ge,28
16636,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,7
16637,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Moraxellaceae_unclassified,3
16638,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonadaceae_unclassified,122
16639,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,608
16640,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadales_unclassified,Pseudomonadales_unclassified,9
16641,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,SAR86_clade,SAR86_clade_fa,SAR86_clade_ge,56
16642,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,Granulosicoccus,6
16643,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdaceae,uncultured,1
16644,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Candidatus_Thioglobus,30
16645,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,IheB2-31,3
16646,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,6749
16647,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,Thioglobaceae_unclassified,4093
16648,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thioglobaceae,V38,39
16649,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,endosymbionts,8
16650,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospirales_unclassified,Thiomicrospirales_unclassified,17
16651,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Cocleimonas,17
16652,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Leucothrix,3
16653,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiotrichaceae_unclassified,22
16654,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured,4
16655,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,UBA10353_marine_group,UBA10353_marine_group_fa,UBA10353_marine_group_ge,229
16656,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,3
16657,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrionaceae_unclassified,2
16658,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dokdonella,34
16659,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Dyella,141
16660,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria,10
16661,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Rhodanobacteraceae_unclassified,320
16662,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas,13
16663,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonadaceae_unclassified,2
16664,LVWS5_30_TP1_13L,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadales_unclassified,Xanthomonadales_unclassified,54
16665,LVWS5_30_TP1_13L,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,1512
16666,LVWS5_30_TP1_13L,Proteobacteria,Zetaproteobacteria,Mariprofundales,Mariprofundaceae,Mariprofundus,3
16667,LVWS5_30_TP1_13L,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,Chrysochromulina,4
16668,LVWS5_30_TP1_13L,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,OLI16029,3
16669,LVWS5_30_TP1_13L,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,Prymnesiales_fa_unclassified,7
16670,LVWS5_30_TP1_13L,Prymnesiophyceae,Prymnesiales,Prymnesiales_or,Prymnesiales_fa,Prymnesiales_ge,2
16671,LVWS5_30_TP1_13L,Prymnesiophyceae,Prymnesiophyceae_unclassified,Prymnesiophyceae_unclassified,Prymnesiophyceae_unclassified,Prymnesiophyceae_unclassified,6
16672,LVWS5_30_TP1_13L,Spirochaetes,Leptospirae,Leptospirales,Leptospiraceae,RBG-16-49-21,4
16673,LVWS5_30_TP1_13L,Spirochaetes,MVP-15,MVP-15_or,MVP-15_fa,MVP-15_ge,12
16674,LVWS5_30_TP1_13L,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Alkalispirochaeta,1
16675,LVWS5_30_TP1_13L,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Sediminispirochaeta,40
16676,LVWS5_30_TP1_13L,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaeta_2,7
16677,LVWS5_30_TP1_13L,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Spirochaetaceae_unclassified,33
16678,LVWS5_30_TP1_13L,Tenericutes,Mollicutes,Entomoplasmatales,Entomoplasmatales_Incertae_Sedis,Candidatus_Hepatoplasma,5
16679,LVWS5_30_TP1_13L,Tenericutes,Mollicutes,Mollicutes_unclassified,Mollicutes_unclassified,Mollicutes_unclassified,6
16680,LVWS5_30_TP1_13L,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Candidatus_Nitrosopumilus,6
16681,LVWS5_30_TP1_13L,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_ge,431
16682,LVWS5_30_TP1_13L,Thaumarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosopumilaceae_unclassified,59
16683,LVWS5_30_TP1_13L,Thaumarchaeota,Nitrososphaeria,Nitrososphaeria_unclassified,Nitrososphaeria_unclassified,Nitrososphaeria_unclassified,10
16684,LVWS5_30_TP1_13L,Thermosulfidibacteraeota,Thermosulfidibacteria,Thermosulfidibacterales,Thermosulfidibacteraceae,Thermosulfidibacter,19
16685,LVWS5_30_TP1_13L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Geotoga,11
16686,LVWS5_30_TP1_13L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Marinitoga,3
16687,LVWS5_30_TP1_13L,Thermotogae,Thermotogae,Petrotogales,Petrotogaceae,Petrotogaceae_unclassified,2
16688,LVWS5_30_TP1_13L,Thermotogae,Thermotogae,Thermotogae_unclassified,Thermotogae_unclassified,Thermotogae_unclassified,4
16689,LVWS5_30_TP1_13L,Thermotogae,Thermotogae,Thermotogales,Thermotogaceae,Thermotogaceae_unclassified,6
16690,LVWS5_30_TP1_13L,Tunicata,Thaliacea,Salpida,Salpida_fa,Salpida_ge,3
16691,LVWS5_30_TP1_13L,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,Arctic97B-4_marine_group_fa,Arctic97B-4_marine_group_ge,79
16692,LVWS5_30_TP1_13L,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Lentimonas,6
16693,LVWS5_30_TP1_13L,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04_marine_group,28
16694,LVWS5_30_TP1_13L,Verrucomicrobia,Verrucomicrobiae,Opitutales,Puniceicoccaceae,Puniceicoccaceae_unclassified,15
